GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
10505	9.44e-01	6.14e-01	0.6507	0.5045811	0.32833033	228.84	SEMA4F	ssemaphorin 4F
375248	9.44e-01	6.15e-01	0.4443	0.5032138	0.2235726	302.89	ANKRD36	ankyrin repeat domain 36
55096	9.44e-01	6.15e-01	0.28	-0.5032684	-0.14091029	49.79	EBLN2	endogenous Bornavirus like nucleoprotein 2
5922	9.44e-01	6.14e-01	0.3708	0.504257	0.18697805	990.89	RASA2	RAS p21 protein activator 2
101928963	9.44e-01	6.15e-01	0.6415	0.5027046	0.32246971	13.29	HNRNPD-DT	HNRNPD divergent transcript
6189	9.44e-01	6.14e-01	0.3776	-0.5044989	-0.19052101	11799.19	RPS3A	ribosomal protein S3A
201798	9.44e-01	6.15e-01	0.3754	-0.5034894	-0.18902154	68.38	TIGD4	tigger transposable element derived 4
1462	9.44e-01	6.15e-01	0.6079	0.502762	0.30561109	6119.43	VCAN	versican
23262	9.44e-01	6.14e-01	0.3882	-0.5048261	-0.19597387	1663.9	PPIP5K2	diphosphoinositol pentakisphosphate kinase 2
133491	9.44e-01	6.14e-01	0.8571	0.5045042	0.43239499	15.36	C5orf47	chromosome 5 open reading frame 47
105375221	9.44e-01	6.13e-01	1.192	0.5052781	0.602269	37.55	LOC105375221	uncharacterized LOC105375221
378108	9.44e-01	6.15e-01	0.1967	0.503237	0.09897884	459.82	TRIM74	tripartite motif containing 74
51085	9.44e-01	6.15e-01	0.7548	-0.5026613	-0.37942923	243.23	MLXIPL	MLX interacting protein like
105180390	9.44e-01	6.15e-01	0.422	0.5027028	0.21212528	18.55	SPDYE13	speedy/RINGO cell cycle regulator family member E13
857	9.44e-01	6.15e-01	0.7768	-0.502909	-0.39066351	86.18	CAV1	caveolin 1
23534	9.44e-01	6.13e-01	0.2097	0.5054076	0.10597565	4806.1	TNPO3	transportin 3
9796	9.44e-01	6.13e-01	1.3929	0.5057589	0.70447315	185.25	PHYHIP	phytanoyl-CoA 2-hydroxylase interacting protein
157570	9.44e-01	6.15e-01	0.1803	0.5035743	0.09080702	380.86	ESCO2	establishment of sister chromatid cohesion N-acetyltransferase 2
7763	9.44e-01	6.14e-01	0.2674	-0.504444	-0.13488184	3875.81	ZFAND5	zinc finger AN1-type containing 5
7088	9.44e-01	6.14e-01	0.3394	0.5044829	0.17121466	1566.9	TLE1	TLE family member 1, transcriptional corepressor
3371	9.44e-01	6.14e-01	1.2725	0.5039474	0.64125724	63.59	TNC	tenascin C
10439	9.44e-01	6.15e-01	0.8298	0.5026444	0.41709794	511.17	OLFM1	olfactomedin 1
54541	9.44e-01	6.14e-01	0.2472	-0.5040884	-0.1245998	3886.58	DDIT4	DNA damage inducible transcript 4
51296	9.44e-01	6.13e-01	0.9187	0.5060085	0.46484825	173.25	SLC15A3	solute carrier family 15 member 3
55716	9.44e-01	6.14e-01	0.2015	0.5037505	0.10152327	1072.93	LMBR1L	limb development membrane protein 1 like
140460	9.44e-01	6.13e-01	0.2021	0.505545	0.10215059	418.29	ASB7	ankyrin repeat and SOCS box containing 7
124512	9.44e-01	6.14e-01	0.3621	0.5037253	0.18239891	432.38	METTL23	methyltransferase like 23
147525	9.44e-01	6.14e-01	0.6915	0.5048803	0.34914321	89.25	LINC00526	long intergenic non-protein coding RNA 526
9331	9.44e-01	6.15e-01	0.5857	0.5026174	0.29438776	1654.93	B4GALT6	beta-1,4-galactosyltransferase 6
1455	9.44e-01	6.15e-01	0.2236	0.5028973	0.11244302	2475.33	CSNK1G2	casein kinase 1 gamma 2
81794	9.44e-01	6.13e-01	0.8451	0.5055726	0.42727135	147.7	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10
79709	9.44e-01	6.15e-01	0.0975	-0.5027563	-0.0490031	2244.76	COLGALT1	collagen beta(1-O)galactosyltransferase 1
147687	9.44e-01	6.13e-01	0.1762	-0.5056604	-0.08908855	744.33	ZNF417	zinc finger protein 417
22919	9.44e-01	6.15e-01	0.3444	-0.5026215	-0.17310999	5521.86	MAPRE1	microtubule associated protein RP/EB family member 1
101927512	9.44e-01	6.13e-01	0.5062	0.5053107	0.25578448	14.66	LINC01275	long intergenic non-protein coding RNA 1275
9823	9.44e-01	6.13e-01	0.5662	0.5052004	0.28602555	1996.38	ARMCX2	armadillo repeat containing X-linked 2
7059	9.45e-01	6.16e-01	0.6129	0.5022007	0.30781159	148.34	THBS3	thrombospondin 3
64129	9.45e-01	6.17e-01	0.5145	0.5006428	0.25757913	125.96	TINAGL1	tubulointerstitial nephritis antigen like 1
65123	9.45e-01	6.18e-01	0.2745	0.4988355	0.13691513	2839.9	INTS3	integrator complex subunit 3
101929343	9.45e-01	6.18e-01	0.6011	0.4983452	0.29957033	21.83	LOC101929343	uncharacterized LOC101929343
25778	9.45e-01	6.19e-01	0.2692	0.4974766	0.13392648	785.24	DSTYK	dual serine/threonine and tyrosine protein kinase
112267873	9.45e-01	6.19e-01	0.7133	-0.4977192	-0.35504509	28.85	LINC02814	long intergenic non-protein coding RNA 2814
57159	9.45e-01	6.18e-01	1.2667	0.499171	0.63231146	57.35	TRIM54	tripartite motif containing 54
728730	9.45e-01	6.19e-01	0.6377	0.4973876	0.31717669	137.41	MAP4K3-DT	MAP4K3 divergent transcript
51455	9.45e-01	6.17e-01	0.2236	-0.5000206	-0.11179442	869.61	REV1	REV1 DNA directed polymerase
150465	9.45e-01	6.18e-01	0.2224	-0.4983567	-0.11083155	1385.03	TTL	tubulin tyrosine ligase
107985939	9.45e-01	6.17e-01	0.3049	0.4994951	0.15227158	82.89	LOC107985939	uncharacterized LOC107985939
26469	9.45e-01	6.18e-01	0.5205	0.4980431	0.25924088	354.87	PTPN18	protein tyrosine phosphatase non-receptor type 18
9689	9.45e-01	6.18e-01	0.2479	0.4980184	0.12347515	5343.57	BZW1	basic leucine zipper and W2 domains 1
7277	9.45e-01	6.17e-01	0.9474	0.4998846	0.47356659	557.17	TUBA4A	tubulin alpha 4a
115560	9.45e-01	6.19e-01	0.4198	-0.4976593	-0.20889352	203.39	ZNF501	zinc finger protein 501
8618	9.45e-01	6.16e-01	0.8205	-0.5015728	-0.41156373	190.92	CADPS	calcium dependent secretion activator
406975	9.45e-01	6.18e-01	0.6998	0.4986569	0.34897971	105.24	MIR198	microRNA 198
55840	9.45e-01	6.17e-01	0.4016	-0.4998171	-0.20072284	70.1	EAF2	ELL associated factor 2
89782	9.45e-01	6.17e-01	0.2892	-0.4998427	-0.14455675	267.78	LMLN	leishmanolysin like peptidase
51574	9.45e-01	6.18e-01	0.169	-0.4987769	-0.08427291	3895.95	LARP7	La ribonucleoprotein 7, transcriptional regulator
101928768	9.45e-01	6.19e-01	0.562	0.4974048	0.27955004	31.05	LOC101928768	
113218502	9.45e-01	6.18e-01	0.4338	-0.4987901	-0.21637441	32.43	MIR10397	microRNA 10397
114899	9.45e-01	6.16e-01	0.749	0.50121	0.37539011	124.08	C1QTNF3	C1q and TNF related 3
7060	9.45e-01	6.17e-01	0.7273	0.4996086	0.36334579	419.74	THBS4	thrombospondin 4
100508120	9.45e-01	6.17e-01	0.4391	0.5000075	0.21953481	29.39	GMDS-DT	GMDS divergent transcript
389362	9.45e-01	6.17e-01	0.333	0.4996917	0.16638478	448.77	PSMG4	proteasome assembly chaperone 4
3106	9.45e-01	6.18e-01	0.5359	-0.499314	-0.26760633	432.62	HLA-B	major histocompatibility complex, class I, B
100129460	9.45e-01	6.19e-01	0.2476	0.4973851	0.12313816	102.5	DPY19L1P1	DPY19L1 pseudogene 1
81554	9.45e-01	6.19e-01	0.2299	-0.497618	-0.11439924	1387.37	RCC1L	RCC1 like
137964	9.45e-01	6.16e-01	0.1528	-0.5019486	-0.07669094	1607.63	GPAT4	glycerol-3-phosphate acyltransferase 4
2339	9.45e-01	6.17e-01	0.3654	-0.499821	-0.18265258	1185.38	FNTA	farnesyltransferase, CAAX box, alpha
105375666	9.45e-01	6.18e-01	0.6128	0.4990516	0.30582012	22.45	VPS13B-DT	VPS13B divergent transcript
23413	9.45e-01	6.17e-01	0.5099	0.5005222	0.25521604	708.48	NCS1	neuronal calcium sensor 1
23082	9.45e-01	6.18e-01	0.3483	-0.4980124	-0.17346374	1969.22	PPRC1	PPARG related coactivator 1
10313	9.45e-01	6.16e-01	0.2815	0.5011656	0.1411005	4100.49	RTN3	reticulon 3
23387	9.45e-01	6.16e-01	0.2605	0.5014798	0.13062387	717.33	SIK3	SIK family kinase 3
3824	9.45e-01	6.18e-01	0.6543	-0.4990976	-0.32654926	13.92	KLRD1	killer cell lectin like receptor D1
3709	9.45e-01	6.16e-01	0.5352	-0.5016455	-0.26848792	2632.53	ITPR2	inositol 1,4,5-trisphosphate receptor type 2
5916	9.45e-01	6.18e-01	0.5508	0.498034	0.27431323	649.82	RARG	retinoic acid receptor gamma
57658	9.45e-01	6.18e-01	0.3766	-0.4986793	-0.18782729	360.17	CALCOCO1	calcium binding and coiled-coil domain 1
100506465	9.45e-01	6.16e-01	0.5489	-0.5013513	-0.27518852	108.82	LINC01234	long intergenic non-protein coding RNA 1234
9495	9.45e-01	6.18e-01	0.225	-0.4988487	-0.11223629	140.99	AKAP5	A-kinase anchoring protein 5
100507437	9.45e-01	6.16e-01	0.5989	0.5015371	0.30038894	23.34	MTA1-DT	MTA1 divergent transcript
9960	9.45e-01	6.18e-01	1.1691	0.4987596	0.58309993	958.36	USP3	ubiquitin specific peptidase 3
123207	9.45e-01	6.17e-01	0.3443	-0.4998849	-0.17212549	464.44	C15orf40	chromosome 15 open reading frame 40
9899	9.45e-01	6.17e-01	0.5675	0.4996786	0.2835537	33.65	SV2B	synaptic vesicle glycoprotein 2B
28232	9.45e-01	6.18e-01	1.067	0.4981563	0.53155377	318.71	SLCO3A1	solute carrier organic anion transporter family member 3A1
55565	9.45e-01	6.19e-01	0.2666	0.4975771	0.1326508	194.78	ZNF821	zinc finger protein 821
104909134	9.45e-01	6.19e-01	0.5225	0.4974398	0.25993651	86.91	LINC02210-CRHR1	LINC02210-CRHR1 readthrough
7484	9.45e-01	6.17e-01	0.5626	-0.4999273	-0.28127242	17	WNT9B	Wnt family member 9B
81929	9.45e-01	6.17e-01	0.4205	-0.4998918	-0.21018894	1550.47	SEH1L	SEH1 like nucleoporin
375690	9.45e-01	6.17e-01	0.3841	0.5003879	0.192195	73.19	WASH5P	WASP family homolog 5, pseudogene
115704	9.45e-01	6.16e-01	0.2515	0.5012963	0.12608421	233.78	EVI5L	ecotropic viral integration site 5 like
54831	9.45e-01	6.17e-01	0.9787	0.4997891	0.48913379	30.71	BEST2	bestrophin 2
11133	9.45e-01	6.18e-01	0.2847	-0.4985045	-0.14191986	294.56	KPTN	kaptin, actin binding protein
10998	9.45e-01	6.18e-01	0.5015	0.498821	0.25014049	132.23	SLC27A5	solute carrier family 27 member 5
6526	9.45e-01	6.16e-01	0.4275	-0.5015946	-0.21442602	2378.13	SLC5A3	solute carrier family 5 member 3
6948	9.45e-01	6.18e-01	0.6085	0.4984771	0.30332505	840.47	TCN2	transcobalamin 2
23170	9.45e-01	6.17e-01	0.4231	-0.5001581	-0.2115965	2449.67	TTLL12	tubulin tyrosine ligase like 12
84247	9.45e-01	6.18e-01	0.5536	0.4983902	0.27591042	753.43	RTL6	retrotransposon Gag like 6
392490	9.45e-01	6.16e-01	0.631	0.5015779	0.31648571	29.36	FLJ44635	replaced by ID 340527
158866	9.45e-01	6.17e-01	0.6048	0.5005582	0.30274918	95.58	ZDHHC15	zinc finger DHHC-type palmitoyltransferase 15
54558	9.45e-01	6.19e-01	0.2027	-0.497108	-0.10078808	426.84	SPATA6	spermatogenesis associated 6
110599588	9.45e-01	6.19e-01	0.2914	-0.4970659	-0.14484816	127.72	ASDURF	ASNSD1 upstream open reading frame
7589	9.45e-01	6.19e-01	0.1374	-0.4970161	-0.06830209	355.33	ZSCAN21	zinc finger and SCAN domain containing 21
58512	9.45e-01	6.19e-01	0.4346	-0.4968231	-0.2158989	139.22	DLGAP3	DLG associated protein 3
4893	9.45e-01	6.19e-01	0.1671	0.496599	0.08296772	3806.68	NRAS	NRAS proto-oncogene, GTPase
9816	9.45e-01	6.19e-01	0.2932	-0.4968507	-0.14568157	738.58	URB2	URB2 ribosome biogenesis homolog
4148	9.45e-01	6.19e-01	0.3371	-0.4966716	-0.16745255	197.77	MATN3	matrilin 3
10721	9.45e-01	6.19e-01	0.1858	-0.496642	-0.09226973	1432.49	POLQ	DNA polymerase theta
23033	9.45e-01	6.20e-01	0.3153	-0.4965337	-0.15653393	755.79	DOP1A	DOP1 leucine zipper like protein A
54842	9.45e-01	6.20e-01	0.5217	0.4963601	0.25896734	64.43	MFSD6	major facilitator superfamily domain containing 6
11149	9.45e-01	6.20e-01	0.6502	0.4961417	0.32260698	114.74	BVES	blood vessel epicardial substance
10888	9.45e-01	6.20e-01	0.8496	0.4961087	0.42147427	12.4	GPR83	G protein-coupled receptor 83
107984754	9.45e-01	6.20e-01	0.4086	-0.4963302	-0.20277599	107.37	LOC107984754	
7319	9.45e-01	6.20e-01	0.304	-0.4961162	-0.15084322	1081.79	UBE2A	ubiquitin conjugating enzyme E2 A
57530	9.45e-01	6.20e-01	0.3407	-0.4955518	-0.16884066	1008.86	CGN	cingulin
10890	9.45e-01	6.20e-01	0.2728	-0.4955982	-0.13517877	3543.76	RAB10	RAB10, member RAS oncogene family
56127	9.45e-01	6.20e-01	0.9313	0.4957188	0.46166527	73.83	PCDHB9	protocadherin beta 9
100131395	9.45e-01	6.20e-01	0.7671	0.4955639	0.38013339	30.06	LOC100131395	uncharacterized LOC100131395
10397	9.45e-01	6.20e-01	0.7679	0.4954176	0.38044009	728.86	NDRG1	N-myc downstream regulated 1
55572	9.45e-01	6.20e-01	0.2204	-0.4954363	-0.10919136	1029.84	FOXRED1	FAD dependent oxidoreductase domain containing 1
340542	9.45e-01	6.20e-01	1.0265	0.495805	0.50893745	168.56	BEX5	brain expressed X-linked 5
6262	9.45e-01	6.21e-01	0.6871	0.4950036	0.34012319	155.97	RYR2	ryanodine receptor 2
53343	9.45e-01	6.21e-01	0.1901	-0.4950187	-0.0941189	674.44	NUDT9	nudix hydrolase 9
171019	9.45e-01	6.21e-01	1.262	0.4950473	0.62473698	705.54	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19
4745	9.45e-01	6.21e-01	1.3193	-0.4950221	-0.65310045	29.61	NELL1	neural EGFL like 1
100335030	9.45e-01	6.21e-01	0.818	-0.4951131	-0.40498713	14.19	LOC100335030	FGFR1 oncogene partner 2 pseudogene
55727	9.45e-01	6.21e-01	0.1762	-0.4948327	-0.08721301	1285.1	BTBD7	BTB domain containing 7
107985729	9.45e-01	6.30e-01	0.903	0.4818065	0.43507106	20.58	LOC107985729	uncharacterized LOC107985729
6723	9.45e-01	6.31e-01	0.4881	-0.4802752	-0.234423	1688.6	SRM	spermidine synthase
100532736	9.45e-01	6.25e-01	0.382	-0.4881197	-0.18646116	82.26	MICOS10-NBL1	MICOS10-NBL1 readthrough
23028	9.45e-01	6.29e-01	0.1229	0.4828297	0.05934097	6931.14	KDM1A	lysine demethylase 1A
388611	9.45e-01	6.22e-01	0.898	0.492954	0.44265641	76.33	CD164L2	CD164 molecule like 2
55721	9.45e-01	6.30e-01	0.3354	-0.481107	-0.16138423	103.31	IQCC	IQ motif containing C
6421	9.45e-01	6.31e-01	0.2497	0.4806242	0.12002966	13206.09	SFPQ	splicing factor proline and glutamine rich
23499	9.45e-01	6.29e-01	0.5215	0.4829272	0.25183844	11237.13	MACF1	microtubule actin crosslinking factor 1
440584	9.45e-01	6.28e-01	0.8869	0.4843585	0.42957536	122.81	SLC2A1-DT	SLC2A1 divergent transcript
107984948	9.45e-01	6.27e-01	1.1455	0.4861243	0.55687752	13.87	LOC107984948	uncharacterized LOC107984948
51249	9.45e-01	6.32e-01	0.2576	-0.4789063	-0.12336517	748.54	TMEM69	transmembrane protein 69
7809	9.45e-01	6.22e-01	0.8811	0.4931759	0.43453277	14.28	BSND	barttin CLCNK type accessory subunit beta
492303	9.45e-01	6.32e-01	0.4031	-0.4791216	-0.19313723	47.46	GEMIN8P4	gem nuclear organelle associated protein 8 pseudogene 4
56900	9.45e-01	6.32e-01	0.3373	-0.4788345	-0.1614871	704.8	TMEM167B	transmembrane protein 167B
653519	9.45e-01	6.24e-01	0.1565	-0.4902028	-0.07669466	311.14	GPR89A	G protein-coupled receptor 89A
1513	9.45e-01	6.28e-01	0.8611	0.4849783	0.41762922	930.17	CTSK	cathepsin K
58497	9.45e-01	6.22e-01	0.2144	0.4923883	0.10557538	759.23	PRUNE1	prune exopolyphosphatase 1
55585	9.45e-01	6.26e-01	0.3349	-0.4880274	-0.1634455	1151.15	UBE2Q1	ubiquitin conjugating enzyme E2 Q1
1141	9.45e-01	6.29e-01	0.1117	0.4832168	0.0539894	2005.97	CHRNB2	cholinergic receptor nicotinic beta 2 subunit
55870	9.45e-01	6.29e-01	0.1418	0.4837544	0.06861587	1906.38	ASH1L	ASH1 like histone lysine methyltransferase
51093	9.45e-01	6.31e-01	0.3234	0.4803026	0.15535039	395.35	METTL25B	methyltransferase like 25B
83872	9.45e-01	6.29e-01	1.3378	-0.482949	-0.64610448	1023.62	HMCN1	hemicentin 1
10446	9.45e-01	6.23e-01	1.2041	-0.4916627	-0.59199704	166.91	LRRN2	leucine rich repeat neuronal 2
254428	9.45e-01	6.22e-01	0.4736	0.4934463	0.23369955	1129.12	SLC41A1	solute carrier family 41 member 1
1380	9.45e-01	6.32e-01	0.6998	0.4794382	0.33552213	110.97	CR2	complement C3d receptor 2
27042	9.45e-01	6.31e-01	0.4403	-0.4804994	-0.21156648	539.68	UTP25	UTP25 small subunit processome component
286826	9.45e-01	6.23e-01	0.2137	0.4910963	0.10496667	499.41	LIN9	lin-9 DREAM MuvB core complex component
23029	9.45e-01	6.23e-01	0.3808	-0.4913503	-0.18712355	921.41	RBM34	RNA binding motif protein 34
107985599	9.45e-01	6.32e-01	0.6374	0.4789257	0.3052441	16.89	LOC107985599	
102723730	9.45e-01	6.23e-01	1.0073	-0.4910355	-0.49462889	17.86	LOC102723730	uncharacterized LOC102723730
9741	9.45e-01	6.29e-01	0.2224	-0.4831146	-0.10743958	4268.91	LAPTM4A	lysosomal protein transmembrane 4 alpha
286749	9.45e-01	6.28e-01	1.0344	0.485222	0.50191184	294.48	STON1-GTF2A1L	STON1-GTF2A1L readthrough
5534	9.45e-01	6.30e-01	0.3215	-0.4811314	-0.15470304	1988.46	PPP3R1	protein phosphatase 3 regulatory subunit B, alpha
105374798	9.45e-01	6.28e-01	1.1986	-0.4851713	-0.58153997	13.92	LOC105374798	uncharacterized LOC105374798
51652	9.45e-01	6.23e-01	0.4414	-0.4921454	-0.21721053	202.46	CHMP3	charged multivesicular body protein 3
200407	9.45e-01	6.29e-01	1.2003	0.482906	0.57964079	31.15	CREG2	cellular repressor of E1A stimulated genes 2
23332	9.45e-01	6.30e-01	0.2397	0.4820625	0.11556113	2725.69	CLASP1	cytoplasmic linker associated protein 1
84826	9.45e-01	6.26e-01	0.3688	0.4867238	0.17948179	157.33	SFT2D3	SFT2 domain containing 3
150776	9.45e-01	6.29e-01	0.1676	0.4827235	0.08090559	845.87	SMPD4BP	sphingomyelin phosphodiesterase 4B, pseudogene
1803	9.45e-01	6.32e-01	0.8826	0.4791423	0.42290909	49.87	DPP4	dipeptidyl peptidase 4
11069	9.45e-01	6.26e-01	0.4173	0.4867928	0.20316258	49.83	RAPGEF4	Rap guanine nucleotide exchange factor 4
8828	9.45e-01	6.26e-01	0.3916	-0.4875207	-0.19092825	1090.48	NRP2	neuropilin 2
22807	9.45e-01	6.23e-01	0.7882	-0.4911254	-0.38712833	179.3	IKZF2	IKAROS family zinc finger 2
6161	9.45e-01	6.25e-01	0.4017	-0.4884326	-0.1962192	9802.95	RPL32	ribosomal protein L32
9941	9.45e-01	6.30e-01	0.4865	0.4817945	0.23440963	334.15	EXOG	exo/endonuclease G
9045	9.45e-01	6.25e-01	0.3637	-0.4882374	-0.17755769	12068.7	RPL14	ribosomal protein L14
285343	9.45e-01	6.21e-01	0.2388	0.4937919	0.11790202	465.89	TCAIM	T cell activation inhibitor, mitochondrial
11277	9.45e-01	6.29e-01	0.388	-0.4832881	-0.18751976	29.73	TREX1	three prime repair exonuclease 1
7866	9.45e-01	6.23e-01	0.4079	-0.492171	-0.20076587	714.77	IFRD2	interferon related developmental regulator 2
10039	9.45e-01	6.32e-01	0.6458	0.4795738	0.30971562	46.53	PARP3	poly(ADP-ribose) polymerase family member 3
1849	9.45e-01	6.29e-01	0.2718	-0.4829513	-0.13128252	397.28	DUSP7	dual specificity phosphatase 7
111	9.45e-01	6.23e-01	1.0384	0.4920915	0.51097348	264.24	ADCY5	adenylate cyclase 5
5357	9.45e-01	6.24e-01	0.6217	0.4901021	0.30467921	816.5	PLS1	plastin 1
151742	9.45e-01	6.31e-01	0.8103	0.4796194	0.38862105	742.86	PPM1L	protein phosphatase, Mg2+/Mn2+ dependent 1L
5274	9.45e-01	6.31e-01	0.5498	0.479862	0.26384755	114.1	SERPINI1	serpin family I member 1
55669	9.45e-01	6.30e-01	0.2748	-0.4819871	-0.13247407	1310.49	MFN1	mitofusin 1
4026	9.45e-01	6.26e-01	0.6141	0.4872655	0.29924472	3205.2	LPP	LIM domain containing preferred translocation partner in lipoma
200931	9.45e-01	6.26e-01	0.6593	0.4872755	0.32127925	49.37	SLC51A	solute carrier family 51 subunit alpha
170960	9.45e-01	6.24e-01	0.199	0.4901379	0.09754566	1943.58	ZNF721	zinc finger protein 721
10983	9.45e-01	6.24e-01	0.1112	0.4897592	0.05445198	8836.04	CCNI	cyclin I
5593	9.45e-01	6.21e-01	0.7423	-0.4944691	-0.36706071	109.78	PRKG2	protein kinase cGMP-dependent 2
836	9.45e-01	6.25e-01	0.1797	-0.4888585	-0.08785929	2101.81	CASP3	caspase 3
3818	9.45e-01	6.31e-01	1.2835	0.4807143	0.61699978	69.73	KLKB1	kallikrein B1
285696	9.45e-01	6.27e-01	1.0653	0.4856361	0.51734323	13.99	BASP1-AS1	BASP1 antisense RNA 1
91942	9.45e-01	6.32e-01	0.2515	0.4790525	0.12048169	275.37	NDUFAF2	NADH:ubiquinone oxidoreductase complex assembly factor 2
100049076	9.45e-01	6.28e-01	0.6765	0.484219	0.32758861	50.51	GUSBP17	GUSB pseudogene 17
3074	9.45e-01	6.21e-01	0.3101	-0.4938524	-0.15314385	1458.56	HEXB	hexosaminidase subunit beta
26049	9.45e-01	6.32e-01	0.2087	0.4792432	0.1000205	1801.28	FAM169A	family with sequence similarity 169 member A
134429	9.45e-01	6.25e-01	0.4184	0.4883237	0.20430675	2641.61	STARD4	StAR related lipid transfer domain containing 4
90624	9.45e-01	6.25e-01	0.3068	-0.4890097	-0.15003243	715.7	LYRM7	LYR motif containing 7
3659	9.45e-01	6.31e-01	0.2414	-0.4805038	-0.11601462	67.98	IRF1	interferon regulatory factor 1
83697	9.45e-01	6.28e-01	0.7205	0.4840424	0.34873467	12.83	SLC4A9	solute carrier family 4 member 9
64411	9.45e-01	6.24e-01	0.8919	0.4902337	0.43725167	2557.1	ARAP3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3
6690	9.45e-01	6.21e-01	0.9259	-0.4944675	-0.45783987	21.33	SPINK1	serine peptidase inhibitor Kazal type 1
22993	9.45e-01	6.26e-01	0.1945	-0.4872116	-0.09474649	1181.1	HMGXB3	HMG-box containing 3
475	9.45e-01	6.30e-01	0.2396	-0.481089	-0.11525232	262.36	ATOX1	antioxidant 1 copper chaperone
134353	9.45e-01	6.28e-01	0.2644	-0.4843892	-0.12809357	553.77	LSM11	LSM11, U7 small nuclear RNA associated
10473	9.45e-01	6.26e-01	0.4092	-0.4868192	-0.19920821	1610.35	HMGN4	high mobility group nucleosomal binding domain 4
57176	9.45e-01	6.26e-01	0.4089	0.487425	0.19931975	1091.71	VARS2	valyl-tRNA synthetase 2, mitochondrial
7918	9.45e-01	6.30e-01	0.3212	-0.4821613	-0.15485288	371.57	GPANK1	G-patch domain and ankyrin repeats 1
80863	9.45e-01	6.31e-01	0.5013	0.48022	0.24073675	55.97	PRRT1	proline rich transmembrane protein 1
80864	9.45e-01	6.23e-01	0.4195	-0.4920402	-0.20641163	124.03	EGFL8	EGF like domain multiple 8
7923	9.45e-01	6.27e-01	0.438	-0.4861923	-0.21293387	101.31	HSD17B8	hydroxysteroid 17-beta dehydrogenase 8
100529239	9.45e-01	6.30e-01	0.3204	-0.4819959	-0.154441	3798.98	RPS10-NUDT3	RPS10-NUDT3 readthrough
51069	9.45e-01	6.27e-01	0.4157	-0.4855816	-0.20187456	751.43	MRPL2	mitochondrial ribosomal protein L2
57510	9.45e-01	6.27e-01	0.3116	0.486322	0.15152731	3382.81	XPO5	exportin 5
5314	9.45e-01	6.27e-01	0.5741	0.4855372	0.27875277	23.45	PKHD1	PKHD1 ciliary IPT domain containing fibrocystin/polyductin
85315	9.45e-01	6.25e-01	0.9324	0.4891891	0.45613645	425.2	PAQR8	progestin and adipoQ receptor family member 8
6206	9.45e-01	6.28e-01	0.4174	-0.4849168	-0.20241527	10200.97	RPS12	ribosomal protein S12
100507462	9.45e-01	6.23e-01	0.4902	-0.4909861	-0.2407029	15.48	CCDC28A-AS1	CCDC28A antisense RNA 1
100128176	9.45e-01	6.28e-01	0.4304	0.4845534	0.20853658	24.97	UST-AS1	UST antisense RNA 1
112590798	9.45e-01	6.27e-01	1.0291	0.4860532	0.500194	231.67	HPAT5	human pluripotency-associated transcript 5
2768	9.45e-01	6.26e-01	0.2239	0.4870809	0.10905276	2685.09	GNA12	G protein subunit alpha 12
6624	9.45e-01	6.30e-01	0.133	-0.4821335	-0.06410881	8177.87	FSCN1	fascin actin-bundling protein 1
10652	9.45e-01	6.30e-01	0.2494	-0.4813407	-0.1200318	2370.57	YKT6	YKT6 v-SNARE homolog
285905	9.45e-01	6.31e-01	0.3086	0.4807705	0.14838841	87.05	INTS4P1	integrator complex subunit 4 pseudogene 1
2006	9.45e-01	6.24e-01	0.8703	0.4904781	0.42684552	226.01	ELN	elastin
5189	9.45e-01	6.32e-01	0.2582	-0.4791749	-0.12370961	981.31	PEX1	peroxisomal biogenesis factor 1
100129845	9.45e-01	6.28e-01	0.8283	0.4846398	0.4014172	151.68	PCOLCE-AS1	PCOLCE antisense RNA 1
107983993	9.45e-01	6.28e-01	0.2949	0.4846332	0.14291849	120.88	UPK3BL2	uroplakin 3B like 2
5803	9.45e-01	6.32e-01	1.5113	0.4791845	0.72421051	11876.79	PTPRZ1	protein tyrosine phosphatase receptor type Z1
105375521	9.45e-01	6.29e-01	0.5562	0.4824649	0.26836103	32.44	LOC105375521	uncharacterized LOC105375521
26047	9.45e-01	6.27e-01	0.5659	-0.4863098	-0.275184	2373.56	CNTNAP2	contactin associated protein 2
105375564	9.45e-01	6.29e-01	0.5489	0.4834154	0.26534698	16.58	ZNF775-AS1	ZNF775 antisense RNA 1
9258	9.45e-01	6.29e-01	0.1443	-0.4834915	-0.06975088	1924.32	MFHAS1	multifunctional ROCO family signaling regulator 1
51125	9.45e-01	6.23e-01	0.1604	-0.4922345	-0.07896258	927.06	GOLGA7	golgin A7
107986871	9.45e-01	6.26e-01	0.3614	-0.4879766	-0.17636693	58.78	LOC107986871	
90390	9.45e-01	6.30e-01	0.236	0.4821204	0.11378228	282.02	MED30	mediator complex subunit 30
28998	9.45e-01	6.23e-01	0.1721	0.4919579	0.08466646	868.65	MRPL13	mitochondrial ribosomal protein L13
157378	9.45e-01	6.24e-01	0.4585	0.4904859	0.22486449	523.63	TMEM65	transmembrane protein 65
